City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,hoemul-li,41.4339,129.67,70.48,86,0,4.52,KP,1689804265
363,teodoro sampaio,-22.5325,-52.1675,67.21,72,14,8.55,BR,1689804265
364,salahonda,2.1019,-78.7217,82.63,80,29,13.31,CO,1689804266
365,odienne,9.51,-7.5692,73.98,94,55,3.91,CI,1689804266
366,chinde,26.8418,88.0763,68.92,84,87,3.94,NP,1689804266
367,lubny,50.0163,32.9969,60.82,59,59,0.96,UA,1689804266
368,moyynkum,44.2914,72.9469,79.65,55,99,6.73,KZ,1689804266
369,aytos,42.7,27.25,72.82,78,0,2.93,BG,1689804003
370,qaqortoq,60.7167,-46.0333,47.08,95,100,3.78,GL,1689804266
371,constantia,44.1833,28.65,75.88,73,4,14.74,RO,1689804184
372,ostbevern,52.05,7.85,62.49,77,20,3.44,DE,1689804267
373,dowlatabad,32.7998,51.6955,80.28,29,20,4.61,IR,1689804267
374,itaituba,-4.2761,-55.9836,84.85,40,15,2.42,BR,1689804001
375,sierra grande,-41.606,-65.3557,50.94,56,100,21.83,AR,1689804267
376,kitimat,54.0524,-128.6534,76.68,60,100,5.01,CA,1689804267
377,autazes,-3.5797,-59.1306,88.38,42,80,1.97,BR,1689804167
378,kapuskasing,49.4169,-82.4331,66.81,69,99,2.3,CA,1689804267
379,cody,44.5263,-109.0565,81.91,28,0,11.5,US,1689804267
380,dudinka,69.4058,86.1778,55.13,96,95,5.44,RU,1689804267
381,sylhet,24.5,91.6667,79.38,93,100,2.77,BD,1689804268
382,kalifornsky,60.4183,-151.29,61.14,77,100,12.66,US,1689804268
383,deschutes river woods,43.9915,-121.3584,92.19,19,0,11.5,US,1689804268
384,peace river,56.2501,-117.286,75.4,52,72,10.87,CA,1689804268
385,chibougamau,49.9168,-74.3659,58.62,77,100,5.41,CA,1689804268
386,lower hutt,-41.2167,174.9167,55.31,95,75,3.44,NZ,1689804024
387,vernal,40.4555,-109.5287,90.72,30,0,15.01,US,1689804268
388,khash,28.2211,61.2158,81.97,22,96,3.49,IR,1689804268
389,tamarin,-20.3256,57.3706,74.52,81,86,13.67,MU,1689804268
390,choibalsan,48.0667,114.5,62.55,54,94,7.43,MN,1689804038
391,soe,-9.8607,124.284,63.45,91,66,3.31,ID,1689804269
392,savanna-la-mar,18.219,-78.1332,83.46,82,100,1.52,JM,1689804269
393,sendhwa,21.6833,75.1,77.2,92,96,6.29,IN,1689804269
394,verkhnevilyuysk,63.4453,120.3167,58.06,85,100,5.37,RU,1689804269
395,luderitz,-26.6481,15.1594,55.8,61,67,24.52,NA,1689804269
396,salekhard,66.53,66.6019,63.64,91,99,2.46,RU,1689804234
397,dakhla,23.6848,-15.958,69.89,88,9,26.02,EH,1689804187
398,hammerfest,70.6634,23.6821,46.85,93,75,16.11,NO,1689804269
399,alofi,-19.0595,-169.9187,75.09,53,40,16.11,NU,1689804269
400,al jawf,29.5,38.75,86.22,14,0,7.63,SA,1689804270
401,carora,10.1755,-70.0827,93.31,34,10,20.07,VE,1689804270
402,muan,34.9897,126.4714,73.98,87,80,2.46,KR,1689804270
403,bayji,34.9311,43.487,92.52,8,0,9.73,IQ,1689804270
404,rio brilhante,-21.8019,-54.5464,70.88,68,1,6.22,BR,1689804038
405,tolanaro,-25.0319,46.9987,66.09,87,0,6.11,MG,1689804270
406,raiwala bara,30.0167,78.2167,80.89,78,99,3.29,IN,1689804270
407,sumenep,-7.0167,113.8667,75.13,71,2,7.09,ID,1689804270
408,samfya,-11.3649,29.5565,62.01,49,8,8.08,ZM,1689804270
409,batarasa,8.6617,117.6222,78.82,83,92,1.63,PH,1689804271
410,chandbali,20.7833,86.7667,82.54,86,93,4.34,IN,1689804271
411,labrador city,52.9463,-66.9114,66.2,54,91,10.22,CA,1689804271
412,chesma,53.8111,60.6533,58.08,89,6,7.99,RU,1689804123
413,de queen,34.0379,-94.3413,93.33,55,0,6.91,US,1689804271
414,timizart,36.8,4.2667,84.15,29,16,3.62,DZ,1689804271
415,thunder bay,48.4001,-89.3168,53.42,99,100,4.23,CA,1689804093
416,polyarnyy,69.1989,33.4478,53.31,96,100,12.24,RU,1689804112
417,kolonia town,6.964,158.206,87.8,74,75,3.44,FM,1689804271
418,korla,41.7597,86.1469,85.46,22,4,7.63,CN,1689804271
419,gaspe,48.8334,-64.4819,73.35,88,69,1.19,CA,1689804272
420,stephenville,32.2207,-98.2023,107.76,13,0,8.05,US,1689804272
421,santa ana,33.7456,-117.8678,104.41,50,20,11.5,US,1689804272
422,riverside,33.7333,-116.0508,111.09,17,0,5.75,US,1689804272
423,duong dong,10.2167,103.9667,77.0,94,75,11.5,VN,1689804218
424,markovo,57.3206,107.0881,57.43,72,71,1.23,RU,1689804272
425,vredendal,-31.6683,18.5012,49.32,55,0,7.7,ZA,1689804272
426,portland,45.5234,-122.6762,97.47,31,75,10.36,US,1689804273
427,gadzhiyevo,69.2551,33.3362,52.57,96,100,14.27,RU,1689804273
428,lebu,-37.6167,-73.65,54.9,96,100,12.19,CL,1689804273
429,turtas,58.9417,69.1325,59.86,97,53,4.92,RU,1689803975
430,lospalos,-8.5186,127.0025,68.07,92,25,4.81,TL,1689804273
431,dwarka,22.2394,68.9678,82.74,81,100,12.41,IN,1689804273
432,faqirwali,29.4663,73.034,94.5,48,0,6.6,PK,1689804273
433,ust-nera,64.5667,143.2,70.25,52,81,3.4,RU,1689804274
434,masterton,-40.9597,175.6575,51.89,79,76,2.84,NZ,1689804274
435,castelli,-25.9468,-60.6195,60.33,37,57,4.74,AR,1689804274
436,taguatinga,-12.3857,-46.5711,80.65,19,46,7.36,BR,1689804274
437,wuwei,37.9281,102.6414,65.68,49,26,5.68,CN,1689804274
438,magadan,59.5667,150.8,63.77,69,11,6.13,RU,1689804186
439,kill devil hills,36.0307,-75.676,84.2,84,100,10.36,US,1689804274
440,hede,33.7681,120.2517,75.81,93,100,5.12,CN,1689804274
441,homer,59.6425,-151.5483,60.69,79,100,0.0,US,1689804275
442,agapovka,53.2973,59.1348,58.96,87,50,5.93,RU,1689804183
443,msanga,-6.05,36.0333,62.56,76,11,5.55,TZ,1689804275
444,kastellaun,50.0667,7.45,63.43,67,0,6.91,DE,1689804275
445,vicuna,-30.0319,-70.7081,71.76,19,100,1.97,CL,1689804275
446,comodoro rivadavia,-45.8667,-67.5,53.46,58,0,16.11,AR,1689803984
447,holualoa,19.6228,-155.9522,84.04,68,75,10.36,US,1689804275
448,konarka,19.9,86.1167,81.0,84,91,2.33,IN,1689804275
449,labuan bajo,-8.4964,119.8877,72.46,86,18,6.35,ID,1689804275
450,kanniyakumari,8.0833,77.5667,78.53,86,91,16.98,IN,1689804185
451,kavaratti,10.5669,72.642,82.27,79,100,21.85,IN,1689804276
452,chulym,55.0997,80.9572,61.02,63,67,7.36,RU,1689804276
453,calca,-13.3333,-71.95,67.35,59,62,7.96,PE,1689804276
454,lintong,34.378,109.2089,74.75,77,27,4.7,CN,1689804089
455,mizdah,31.4451,12.9801,80.04,39,0,5.17,LY,1689804276
456,onguday,50.75,86.15,57.38,66,26,3.36,RU,1689804276
457,luuq,3.7938,42.5445,78.75,57,86,21.43,SO,1689804276
458,chalatenango,14.0333,-88.9333,91.58,56,61,2.66,SV,1689804276
459,falmouth,50.1544,-5.0711,59.67,85,20,6.91,GB,1689804191
460,ningchegu,39.1589,117.6625,78.82,59,92,3.98,CN,1689804277
461,perrysburg,41.557,-83.6272,84.72,48,100,5.75,US,1689804277
462,san luis de la loma,17.2706,-100.8939,89.47,63,62,8.21,MX,1689804277
463,nadi,-17.8,177.4167,80.6,65,40,3.44,FJ,1689804277
464,bata,1.8639,9.7658,77.83,85,69,11.88,GQ,1689804061
465,horta,38.5333,-28.6333,71.02,87,100,3.0,PT,1689804254
466,honefoss,60.168,10.2565,56.91,79,66,2.68,NO,1689804277
467,kramfors,62.9316,17.7765,53.4,82,75,0.0,SE,1689804277
468,yerofey pavlovich,53.9667,121.9667,52.47,87,15,3.6,RU,1689804277
469,st. paul,44.9444,-93.0933,91.92,43,0,12.66,US,1689804277
470,palencia,42.4167,-4.5,62.92,87,0,13.02,ES,1689804278
471,benguela,-12.5763,13.4055,65.91,87,53,3.87,AO,1689804278
472,kidal,18.4411,1.4078,97.57,17,51,10.56,ML,1689804278
473,hjo,58.3013,14.2878,53.58,85,41,8.86,SE,1689804010
474,kunda,25.7167,81.5167,87.26,65,38,6.55,IN,1689804176
475,urangan,-25.3,152.9,62.87,66,1,7.25,AU,1689804278
476,chiredzi,-21.05,31.6667,59.04,42,0,2.84,ZW,1689804278
477,vila franca do campo,37.7167,-25.4333,72.01,81,95,1.68,PT,1689804278
478,plettenberg bay,-34.0527,23.3716,50.65,74,80,3.89,ZA,1689804278
479,fort abbas,29.1925,72.8536,96.13,46,5,8.68,PK,1689804278
480,villa regina,-39.1,-67.0667,53.78,53,100,10.47,AR,1689804279
481,port-vila,-17.7338,168.3219,72.21,90,100,12.44,VU,1689804279
482,condado,21.8767,-79.8403,89.2,64,58,4.74,CU,1689804279
483,lakewood,39.7047,-105.0814,85.62,39,66,11.01,US,1689804279
484,kudahuvadhoo,2.6708,72.8944,82.45,74,26,7.34,MV,1689804279
485,ad darb,17.7229,42.2526,92.03,42,68,7.47,SA,1689804279
486,lamar,33.6668,-95.5836,100.98,59,0,13.8,US,1689804279
487,betioky,-23.7167,44.3833,65.89,75,74,2.26,MG,1689804279
488,tamanrasset,22.785,5.5228,84.11,11,0,4.61,DZ,1689804279
489,mar del plata,-38.0023,-57.5575,46.94,75,100,7.0,AR,1689804158
490,santiago de cao,-7.9589,-79.2392,71.73,83,75,9.22,PE,1689804203
491,hailin,44.5833,129.4167,67.86,91,3,1.79,CN,1689804128
492,trujillo,-8.116,-79.03,71.76,80,37,9.71,PE,1689804149
493,guadalupe y calvo,26.1,-106.9667,82.92,28,22,4.9,MX,1689804280
494,wanning,18.8003,110.3967,80.31,91,100,4.14,CN,1689804280
495,lerwick,60.1545,-1.1494,51.8,86,100,20.09,GB,1689804071
496,takoradi,4.8845,-1.7554,76.28,92,84,8.59,GH,1689804153
497,salalah,17.0151,54.0924,78.89,100,100,9.22,OM,1689804280
498,manismata,-2.4667,111.0333,72.57,99,96,2.89,ID,1689804280
499,dondaicha,21.3333,74.5667,79.65,90,95,14.85,IN,1689804280
500,pimentel,-6.8367,-79.9342,73.69,78,40,10.36,PE,1689804281
501,saldanha,-33.0117,17.9442,51.04,68,0,18.25,ZA,1689804281
502,usinsk,65.9939,57.5281,61.39,83,77,2.71,RU,1689804281
503,turinsk,58.0458,63.696,57.24,97,56,5.59,RU,1689804281
504,east ballina,-28.8667,153.5833,49.8,75,3,8.57,AU,1689804281
505,blenheim,-41.516,173.9528,51.67,64,73,3.47,NZ,1689804281
506,westport,41.1415,-73.3579,82.65,71,40,11.5,US,1689804281
507,sinabang,2.4803,96.3801,76.48,93,100,10.11,ID,1689804281
508,tocopilla,-22.092,-70.1979,66.58,70,51,4.32,CL,1689804281
509,manturovo,58.3353,44.7619,55.87,96,83,5.21,RU,1689804120
510,sarangani,5.4033,125.4636,82.38,77,52,13.82,PH,1689804282
511,ar ruways,24.1103,52.7306,89.26,62,61,3.24,AE,1689804282
512,buchanan,5.8808,-10.0467,75.99,92,100,7.11,LR,1689804282
513,mata-utu,-13.2816,-176.1745,81.43,81,60,17.43,WF,1689804282
514,arteche,12.2645,125.4048,76.59,92,98,4.25,PH,1689804282
515,jumla,29.2747,82.1838,64.06,97,98,1.39,NP,1689804282
516,sechura,-5.5569,-80.8222,77.68,66,7,18.86,PE,1689804282
517,bethanie,-26.4833,17.15,45.36,49,4,5.64,NA,1689804030
518,kamensk-ural'skiy,56.4185,61.9329,58.5,90,11,4.25,RU,1689804025
519,tsiombe,-25.3,45.4833,65.3,83,0,4.45,MG,1689804283
520,igarka,67.4667,86.5833,57.96,85,97,7.7,RU,1689804283
521,ghadamis,30.1337,9.5007,94.75,16,0,17.74,LY,1689804046
522,humaita,-7.5061,-63.0208,86.2,39,8,3.2,BR,1689804283
523,cascais,38.6979,-9.4215,68.16,75,0,18.99,PT,1689804283
524,vila velha,-20.3297,-40.2925,73.35,94,100,8.05,BR,1689804283
525,klaksvik,62.2266,-6.589,45.52,86,100,23.26,FO,1689804244
526,luau,-10.7073,22.2247,63.23,34,0,4.92,AO,1689804283
527,fort william,56.8165,-5.1121,49.3,91,80,3.56,GB,1689804283
528,al bardiyah,31.7561,25.0865,79.86,68,0,6.53,LY,1689804283
529,la sarre,48.8002,-79.1996,67.69,57,89,3.0,CA,1689804284
530,juan de acosta,10.8281,-75.0334,96.39,69,23,14.25,CO,1689804284
531,yugorsk,61.3133,63.3319,60.12,93,83,5.41,RU,1689804256
532,sisimiut,66.9395,-53.6735,45.59,97,100,9.46,GL,1689804048
533,sheregesh,52.9209,87.9869,56.77,80,14,4.05,RU,1689804284
534,santa maria da vitoria,-13.3947,-44.1886,79.11,25,9,7.81,BR,1689804113
535,tual,-5.6667,132.75,79.38,80,36,19.93,ID,1689804284
536,afua,-0.1567,-50.3867,79.0,81,30,6.17,BR,1689804284
537,thinadhoo,0.5333,72.9333,81.66,77,22,8.32,MV,1689804284
538,ballycastle,55.2044,-6.243,56.53,82,6,7.34,GB,1689804284
539,beaufort west,-32.3567,22.583,40.5,79,82,9.98,ZA,1689804285
540,port saint john's,-31.6229,29.5448,55.62,71,87,13.69,ZA,1689804266
541,talcahuano,-36.7167,-73.1167,55.11,91,80,13.51,CL,1689804038
542,malabar,-33.9667,151.25,44.31,82,0,10.36,AU,1689804285
543,taro,-8.3862,115.28,66.2,78,70,5.3,ID,1689804285
544,kribi,2.95,9.9167,76.93,90,79,9.01,CM,1689804285
545,businga,3.3333,20.8833,72.73,95,94,1.25,CD,1689804285
546,sanming,26.2486,117.6186,76.5,95,100,2.04,CN,1689804285
547,gebeit,21.0667,36.3167,87.98,18,14,2.98,SD,1689804285
548,oranjemund,-28.55,16.4333,52.56,65,7,19.19,NA,1689804285
549,ibrany,48.1333,21.7167,65.01,93,50,5.55,HU,1689804286
550,dawesville,30.9224,-84.0091,96.67,52,0,3.0,US,1689804286
551,bani,18.2833,-70.3333,85.44,71,98,12.77,DO,1689804286
552,ola,59.5833,151.2833,62.71,72,10,3.33,RU,1689804286
553,hemsby,52.6971,1.6918,57.97,87,20,5.68,GB,1689804286
554,remetea,46.7833,25.45,61.43,89,26,2.68,RO,1689804286
555,mitsamiouli,-11.3847,43.2844,77.18,73,4,4.83,KM,1689804286
556,ponta delgada,37.7333,-25.6667,72.32,78,40,2.3,PT,1689804217
557,paita,-5.0892,-81.1144,74.21,78,2,19.28,PE,1689804286
558,rupert,42.6191,-113.6772,89.55,17,0,4.61,US,1689804286
559,ludington,43.9553,-86.4526,78.89,50,0,5.75,US,1689804287
560,ust'-kut,56.7938,105.7672,56.71,70,15,1.32,RU,1689804287
561,puerto del carmen,28.9231,-13.6658,74.71,73,20,20.71,ES,1689804287
562,belo sur tsiribihina,-19.7,44.55,71.06,74,100,2.19,MG,1689804287
563,kumagunnam,13.1551,10.6342,90.05,41,86,14.88,NG,1689804287
564,raduzhny,62.0961,77.475,65.23,71,73,8.48,RU,1689804046
565,revda,56.801,59.9303,55.89,96,57,3.33,RU,1689804036
566,altamira,-3.2033,-52.2064,80.83,52,13,1.83,BR,1689804091
567,belaguntha,19.8833,84.65,79.38,90,90,3.24,IN,1689804287
568,aripuana,-9.1667,-60.6333,83.23,39,49,2.46,BR,1689804287
569,lalibela,12.0333,39.0333,61.11,76,91,1.95,ET,1689804287
570,port douglas,-16.4833,145.4667,71.67,77,99,12.17,AU,1689804288
571,ngaoundere,7.3167,13.5833,66.22,93,99,2.46,CM,1689804288
572,lansdowne,39.9382,-75.2719,84.11,74,75,3.44,US,1689804288
573,marica,-22.9194,-42.8186,67.91,88,100,16.96,BR,1689804288
574,sola,-13.8833,167.55,79.2,87,100,17.98,VU,1689804288
575,port shepstone,-30.7414,30.455,58.32,60,72,21.92,ZA,1689804288
576,puerto penasco,31.3167,-113.5333,89.91,77,1,7.0,MX,1689804288
577,sarkand,45.41,79.9186,76.15,40,86,18.39,KZ,1689804288
578,makar'yev,57.8797,43.8069,57.15,97,95,8.23,RU,1689804289
579,castillos,-34.1667,-53.8333,47.41,84,100,7.43,UY,1689804289
580,papao,-17.75,-149.55,74.88,96,49,23.13,PF,1689804289
581,eraan,9.0629,117.7016,78.75,82,65,4.18,PH,1689804289
582,lodja,-3.4833,23.4333,81.66,33,93,0.83,CD,1689804289
583,ballina,-28.8667,153.5667,49.78,75,3,7.9,AU,1689804289
584,burgum,53.1924,5.9901,60.78,93,100,1.14,NL,1689804029
585,ibirama,-27.0569,-49.5178,54.66,98,100,1.77,BR,1689804289
586,hafar al-batin,28.4328,45.9708,90.81,10,0,7.7,SA,1689804289
587,joshimath,30.5667,79.5667,71.94,93,99,1.14,IN,1689804289
588,salacgriva,57.7536,24.3581,56.95,83,94,11.39,LV,1689804290
